fiscal_year,organization_group,department,total_vouchers_paid,total_vouchers_pending,total_encumbrance_balance,total_pending_retainage,record_count,unique_suppliers,negative_paid_records,large_paid_1m_records,missing_po_date_records
2007,Community Health,DPH Public Health,1012812186.08,101488430.58,0.0,115833042.98,18574,7280,122,152,18574
2007,"Public Works, Transportation & Commerce",AIR Airport Commission,904377757.94,45256782.72,0.0,89232384.76,5782,2904,0,74,5782
2007,"Public Works, Transportation & Commerce",DPW GSA - Public Works,589297047.1800001,68083107.34,0.0,480728602.58000004,10416,3440,0,78,10416
2007,"Public Works, Transportation & Commerce",MTA Municipal Transprtn Agncy,534148343.58,65150696.12,0.0,228500045.24,24204,3782,36,74,24204
2007,General City Responsibilities,GEN General City / Unallocated,301064554.26,518317.04000000004,0.0,8114641.120000001,184,172,0,10,184
2007,"Public Works, Transportation & Commerce",WWE Wastewater Enterprise,259280171.04000002,10947025.16,0.0,54533137.64,6958,2522,0,28,6958
2007,Human Welfare & Neighborhood Development,HSA Human Services Agency,241268211.66,28066008.12,0.0,13461432.06,4550,2494,0,32,4550
2007,"Public Works, Transportation & Commerce",PUB Public Utilities Bureaus,221603068.2,43304115.94,0.0,204459954.33999997,6236,3176,0,44,6236
2007,General Administration & Finance,ADM Gen Svcs Agency-City Admin,217203388.94,10240136.42,0.0,6424591.38,7948,3116,0,22,7948
2007,"Public Works, Transportation & Commerce",WTR Water Enterprise,182926746.78,14545329.22,0.0,62102509.88,16246,6522,0,22,16246
2007,"Public Works, Transportation & Commerce",HHP Hetch Hetchy Water & Power,147279260.84,10088605.28,0.0,31312542.58,6956,2154,0,24,6956
2007,General Administration & Finance,MYR Mayor,141370781.9,10421983.62,0.0,66946218.02,2644,1678,2,30,2644
2007,Human Welfare & Neighborhood Development,CHF Children;Youth & Families,123270272.77999999,21602522.22,0.0,17293302.74,1870,962,0,8,1870
2007,General Administration & Finance,HRD Human Resources,97255968.32000001,2422431.16,0.0,1335115.5999999999,1050,628,0,8,1050
2007,General Administration & Finance,DT GSA - Technology,95366664.9,13923744.879999999,0.0,18388968.4,4388,1426,0,14,4388
2007,General Administration & Finance,RET Retirement System,79642726.16000001,13746633.02,0.0,15442572.120000001,548,434,0,24,548
2007,Public Protection,CRT Superior Court,71319750.1,2503582.04,0.0,76249.78,1016,988,0,4,1016
2007,"Public Works, Transportation & Commerce",PRT Port,54999671.14,2734496.8,0.0,13556362.579999998,4374,1910,0,6,4374
2007,Culture & Recreation,REC Recreation & Park Commsn,53836652.24,3604359.6399999997,0.0,5028671.62,6930,1864,0,10,6930
2007,Public Protection,DEM Emergency Management,49291413.92,591670.04,0.0,14664198.58,1238,854,0,12,1238
2007,Public Protection,SHF Sheriff,48031055.919999994,1626051.32,0.0,2573370.26,2872,1486,0,2,2872
2007,Human Welfare & Neighborhood Development,CCD SF Communtiy College Dist,41938949.92,0.0,0.0,0.0,4,4,0,4,4
2007,Human Welfare & Neighborhood Development,USD County Education Office,39485637.92,0.0,0.0,0.0,4,4,0,4,4
2007,Public Protection,POL Police,34673931.96,1342185.76,0.0,8401289.040000001,3060,2052,0,2,3060
2007,Public Protection,FIR Fire Department,25130225.14,1353714.94,0.0,712620.88,2094,944,0,2,2094
2007,Culture & Recreation,LIB Public Library,25018935.5,3951522.2600000002,0.0,1592988.82,2362,1130,0,0,2362
2007,Human Welfare & Neighborhood Development,CFC Children & Families Commsn,18748452.1,3485481.2199999997,0.0,6237166.96,720,380,0,2,720
2007,Public Protection,JUV Juvenile Probation,16026806.979999999,1049326.6,0.0,2148924.0,2366,654,0,2,2366
2007,Culture & Recreation,ART Arts Commission,14596602.84,1532850.82,0.0,8662370.18,1822,1358,0,2,1822
2007,"Public Works, Transportation & Commerce",DBI Building Inspection,14490971.1,1397491.1800000002,0.0,1527126.68,1642,728,0,0,1642
2007,General Administration & Finance,HSS Health Service System,11409989.799999999,-499821.72000000003,0.0,331770.51999999996,236,156,0,4,236
2007,General Administration & Finance,REG Elections,10937434.24,1838785.96,0.0,38673.3,6426,6362,0,2,6426
2007,General Administration & Finance,CON Controller,10246059.819999998,2850316.16,0.0,4529877.08,598,368,4,0,598
2007,Human Welfare & Neighborhood Development,ENV Environment,10080306.68,1531084.1799999997,0.0,3649471.0,814,562,0,0,814
2007,Culture & Recreation,FAM Fine Arts Museum,9960670.180000002,731723.8,0.0,340668.7,28,22,0,2,28
2007,General Administration & Finance,CAT City Attorney,9835567.98,427563.64,0.0,56320.78,368,306,0,2,368
2007,General Administration & Finance,BOS Board Of Supervisors,6265718.76,94092.90000000001,0.0,30801.019999999997,262,222,0,2,262
2007,Human Welfare & Neighborhood Development,WOM Status Of Women,6036431.4799999995,1242279.94,0.0,46269.84,272,214,0,0,272
2007,General Administration & Finance,CPC City Planning,5358945.42,392276.60000000003,0.0,1671050.3,440,258,0,0,440
2007,Public Protection,DAT District Attorney,4089547.32,211839.99999999997,0.0,450176.06,1252,910,0,0,1252
2007,Culture & Recreation,AAM Asian Art Museum,3767181.48,215038.0,0.0,0.0,26,22,0,2,26
2007,"Public Works, Transportation & Commerce",ECN Economic & Wrkfrce Dvlpmnt,3494743.0,292665.46,0.0,2109669.2399999998,382,306,0,0,382
2007,Culture & Recreation,SCI Academy Of Sciences,3168227.58,24142.0,0.0,0.0,6,6,0,2,6
2007,General Administration & Finance,TTX Treasurer/Tax Collector,2919947.16,603446.4400000001,0.0,725425.6,842,518,0,0,842
2007,Culture & Recreation,WAR War Memorial,2829909.78,449661.64,0.0,237955.32,1426,676,0,0,1426
2007,Human Welfare & Neighborhood Development,CSS Child Support Services,2345880.1599999997,122965.06,0.0,6609.66,548,372,0,0,548
2007,"Public Works, Transportation & Commerce",TJP Transbay Joint Power Auth,1753648.46,1094247.1,0.0,0.0,10,10,0,0,10
2007,General Administration & Finance,ASR Assessor / Recorder,1350890.32,134418.78,0.0,356317.92000000004,416,254,0,0,416
2007,Public Protection,PDR Public Defender,918508.1599999999,153897.04,0.0,22635.66,394,324,0,0,394
2007,Human Welfare & Neighborhood Development,HRC Human Rights Commission,787382.76,65775.45999999999,0.0,106964.4,60,48,0,0,60
2007,General Administration & Finance,ETH Ethics Commission,657638.74,14419.84,0.0,5476.08,122,100,0,0,122
2007,Human Welfare & Neighborhood Development,RNT Rent Arbitration Board,446428.92000000004,174381.28,0.0,1623.16,104,72,0,0,104
2007,Public Protection,ADP Adult Probation,412410.8,83082.24,0.0,65427.979999999996,226,192,0,0,226
2007,"Public Works, Transportation & Commerce",BOA Board Of Appeals - PAB,63156.42,5448.7,0.0,2432.84,54,52,0,0,54
2007,General Administration & Finance,CSC Civil Service Commission,39306.340000000004,3992.76,0.0,0.0,46,46,0,0,46
2007,Culture & Recreation,LLB Law Library,29000.98,2604.52,0.0,0.0,4,4,0,0,4
2007,"Public Works, Transportation & Commerce",CTA SF County Transprtn Auth,0.0,0.0,0.0,381229869.74,274,8,0,0,274
2008,Community Health,DPH Public Health,1120524012.72,110832445.78,0.0,121141922.5,17584,8270,128,130,17584
2008,"Public Works, Transportation & Commerce",AIR Airport Commission,929200269.14,43620514.0,0.0,81915280.88,6614,3666,0,70,6614
2008,"Public Works, Transportation & Commerce",MTA Municipal Transprtn Agncy,570931729.18,38045240.56,0.0,134650332.34,22974,5428,2,82,22974
2008,"Public Works, Transportation & Commerce",DPW GSA - Public Works,480903789.7,83419168.24000001,0.0,357308985.96,13130,3942,16,96,13130
2008,General City Responsibilities,GEN General City / Unallocated,308619761.73999995,803038.78,0.0,9409512.86,170,166,0,10,170
2008,Human Welfare & Neighborhood Development,HSA Human Services Agency,274956746.56,24949685.8,0.0,21685610.32,4942,2586,0,44,4942
2008,"Public Works, Transportation & Commerce",PUB Public Utilities Bureaus,260331320.11999997,31408792.52,0.0,164378302.57999998,5630,2264,0,42,5630
2008,"Public Works, Transportation & Commerce",WWE Wastewater Enterprise,254681674.62,14696922.54,0.0,48542094.379999995,6832,2510,0,28,6832
2008,General Administration & Finance,ADM Gen Svcs Agency-City Admin,253278115.5,12844455.26,0.0,9920343.44,8558,4376,0,30,8558
2008,"Public Works, Transportation & Commerce",WTR Water Enterprise,240008091.1,16990494.14,0.0,97736001.6,15880,6002,2,30,15880
2008,"Public Works, Transportation & Commerce",HHP Hetch Hetchy Water & Power,158373305.6,18290827.98,0.0,34381834.28,7016,2132,0,32,7016
2008,General Administration & Finance,MYR Mayor,157227032.74,12777687.04,0.0,56179625.300000004,2470,1774,0,22,2470
2008,Human Welfare & Neighborhood Development,CHF Children;Youth & Families,145109186.5,47611268.28,0.0,11964831.3,2156,1376,0,12,2156
2008,General Administration & Finance,HRD Human Resources,121197604.78,5403638.840000001,0.0,3645293.78,996,716,0,12,996
2008,General Administration & Finance,DT GSA - Technology,103246220.44,6093836.68,0.0,21641848.86,4554,1510,0,14,4554
2008,General Administration & Finance,RET Retirement System,96420658.86,19847515.44,0.0,6829764.140000001,580,412,0,34,580
2008,Public Protection,CRT Superior Court,72105308.74000001,2426164.94,0.0,14173.86,540,526,0,4,540
2008,Culture & Recreation,REC Recreation & Park Commsn,59573977.44,2933863.22,0.0,12057074.2,7082,2940,16,10,7082
2008,Human Welfare & Neighborhood Development,USD County Education Office,58549437.54,0.0,0.0,0.0,4,4,0,4,4
2008,"Public Works, Transportation & Commerce",PRT Port,57200313.32,2373631.02,0.0,11504261.74,3600,2254,0,12,3600
2008,Public Protection,DEM Emergency Management,52757451.779999994,19131751.24,0.0,8684000.78,1288,968,0,8,1288
2008,Public Protection,SHF Sheriff,51169597.44,4264651.8,0.0,1118718.42,2942,1454,0,8,2942
2008,Human Welfare & Neighborhood Development,CCD SF Communtiy College Dist,42104130.04,0.0,0.0,0.0,4,4,0,4,4
2008,General Administration & Finance,REG Elections,28616083.04,10221204.48,0.0,1225094.7400000002,10080,10000,0,6,10080
2008,Public Protection,POL Police,27879166.38,3220823.62,0.0,9733327.04,3052,2250,0,2,3052
2008,Culture & Recreation,LIB Public Library,25891075.66,5709396.86,0.0,2756648.0999999996,2308,1516,0,0,2308
2008,Human Welfare & Neighborhood Development,CFC Children & Families Commsn,24958407.919999998,6145609.9,0.0,7912352.16,654,480,0,4,654
2008,Culture & Recreation,ART Arts Commission,20076604.5,960889.58,0.0,6789850.779999999,2032,1732,0,2,2032
2008,Public Protection,FIR Fire Department,17492212.54,1486460.28,0.0,1583728.34,1918,1034,0,2,1918
2008,Public Protection,JUV Juvenile Probation,16985849.04,1459765.06,0.0,820572.36,2050,1024,0,2,2050
2008,Human Welfare & Neighborhood Development,ENV Environment,14892184.9,3098869.1999999997,0.0,5378534.94,974,706,0,2,974
2008,General Administration & Finance,CON Controller,12581766.96,1503276.52,0.0,3254365.88,744,528,2,2,744
2008,General Administration & Finance,HSS Health Service System,12087802.84,-622806.16,0.0,356331.74,280,214,0,4,280
2008,General Administration & Finance,CAT City Attorney,9347753.8,406314.1,0.0,102122.56,336,304,0,2,336
2008,"Public Works, Transportation & Commerce",ECN Economic & Wrkfrce Dvlpmnt,8044881.18,1990218.42,0.0,5319782.24,642,552,0,0,642
2008,Culture & Recreation,FAM Fine Arts Museum,6868249.260000001,1574511.68,0.0,63885.520000000004,70,62,0,2,70
2008,General Administration & Finance,BOS Board Of Supervisors,6510483.619999999,250819.28,0.0,30617.899999999998,292,228,0,2,292
2008,"Public Works, Transportation & Commerce",DBI Building Inspection,5982217.9,841264.5,0.0,3186011.6,1258,756,0,0,1258
2008,Human Welfare & Neighborhood Development,WOM Status Of Women,5620243.68,1144353.02,0.0,57975.86,282,224,0,0,282
2008,Public Protection,DAT District Attorney,4506355.22,345123.2,0.0,511879.86,1086,878,0,0,1086
2008,General Administration & Finance,CPC City Planning,4356380.04,410873.22,0.0,3758840.7,582,388,0,0,582
2008,Culture & Recreation,SCI Academy Of Sciences,4280022.8,1027836.7799999999,0.0,0.0,32,32,0,2,32
2008,Culture & Recreation,AAM Asian Art Museum,3827038.0,114612.0,0.0,0.0,10,8,0,2,10
2008,Culture & Recreation,WAR War Memorial,3155031.2600000002,147430.6,0.0,540970.8400000001,1272,606,0,0,1272
2008,General Administration & Finance,TTX Treasurer/Tax Collector,3074066.0,517445.74,0.0,592440.02,830,488,0,0,830
2008,Human Welfare & Neighborhood Development,CSS Child Support Services,2822776.66,104747.36,0.0,9636.859999999999,448,368,0,0,448
2008,General Administration & Finance,ASR Assessor / Recorder,1781865.52,192736.94,0.0,767083.72,424,318,0,0,424
2008,Public Protection,PDR Public Defender,1412877.72,411536.54,0.0,349212.22,406,326,0,0,406
2008,"Public Works, Transportation & Commerce",TJP Transbay Joint Power Auth,1148141.02,0.0,0.0,0.0,6,6,0,0,6
2008,General Administration & Finance,ETH Ethics Commission,1010203.9199999999,110807.73999999999,0.0,12213.88,162,150,0,0,162
2008,Human Welfare & Neighborhood Development,HRC Human Rights Commission,719293.66,116613.68,0.0,1191.54,94,86,0,0,94
2008,Public Protection,ADP Adult Probation,586472.8,52917.520000000004,0.0,224919.12,318,268,0,0,318
2008,Human Welfare & Neighborhood Development,RNT Rent Arbitration Board,380859.52,146712.04,0.0,42587.0,122,104,0,0,122
2008,"Public Works, Transportation & Commerce",BOA Board Of Appeals - PAB,88820.14,11752.56,0.0,0.0,62,54,0,0,62
2008,Culture & Recreation,LLB Law Library,34116.68,0.0,0.0,0.0,8,8,0,0,8
2008,General Administration & Finance,CSC Civil Service Commission,15007.4,1787.48,0.0,486.6,32,30,0,0,32
2008,"Public Works, Transportation & Commerce",CTA SF County Transprtn Auth,0.0,0.0,0.0,381229869.74,274,36,0,0,274
2009,Community Health,DPH Public Health,1136755655.52,98477541.84,0.0,132900788.82000001,17078,8866,78,178,17078
2009,"Public Works, Transportation & Commerce",AIR Airport Commission,959802714.8599999,74120734.96,0.0,95224234.44,6332,3768,0,72,6332
2009,"Public Works, Transportation & Commerce",DPW GSA - Public Works,552478964.3199999,61705115.5,0.0,259895958.22,13504,4732,8,94,13504
2009,"Public Works, Transportation & Commerce",MTA Municipal Transprtn Agncy,394071243.06,43719933.36,0.0,185363920.02,22890,6256,22,54,22890
2009,General City Responsibilities,GEN General City / Unallocated,336418138.64,73246.0,0.0,9287712.08,148,142,0,6,148
2009,"Public Works, Transportation & Commerce",WTR Water Enterprise,313953391.47999996,30008695.919999998,0.0,140463146.8,16756,7218,0,28,16756
2009,"Public Works, Transportation & Commerce",PUB Public Utilities Bureaus,286799485.48,55005223.8,0.0,457832342.74,6096,2664,2,50,6096
2009,"Public Works, Transportation & Commerce",WWE Wastewater Enterprise,284720399.34,19143786.5,0.0,39412729.980000004,6992,2774,0,36,6992
2009,Human Welfare & Neighborhood Development,HSA Human Services Agency,284465121.76,28973489.220000003,0.0,28687045.36,4754,2600,0,46,4754
2009,General Administration & Finance,ADM Gen Svcs Agency-City Admin,266133500.7,9473645.879999999,0.0,11000654.08,8030,4496,6,30,8030
2009,General Administration & Finance,MYR Mayor,200991986.7,13292539.72,0.0,44913560.8,2214,1781,0,38,2214
2009,Human Welfare & Neighborhood Development,CHF Children;Youth & Families,182151443.48,24519501.8,0.0,13636098.1,2092,1350,0,12,2092
2009,"Public Works, Transportation & Commerce",HHP Hetch Hetchy Water & Power,154736456.24,21947455.88,0.0,40074701.72,7884,2940,0,26,7884
2009,General Administration & Finance,HRD Human Resources,109888914.72,4810057.32,0.0,6809878.32,1074,774,0,12,1074
2009,Human Welfare & Neighborhood Development,CCD SF Communtiy College Dist,86529560.36,0.0,0.0,0.0,6,6,0,6,6
2009,General Administration & Finance,DT GSA - Technology,85940359.5,5707726.359999999,0.0,18014246.26,3366,1408,0,14,3366
2009,General Administration & Finance,RET Retirement System,82036713.56,16072026.8,0.0,23346661.080000002,556,450,0,12,556
2009,Human Welfare & Neighborhood Development,USD County Education Office,79276422.96000001,0.0,0.0,0.0,4,4,0,4,4
2009,Public Protection,CRT Superior Court,73083885.66,999434.22,0.0,836757.32,540,534,0,4,540
2009,Public Protection,DEM Emergency Management,66070337.24,9775558.9,0.0,57518849.879999995,1370,968,0,8,1370
2009,Culture & Recreation,REC Recreation & Park Commsn,60252220.480000004,2236236.58,0.0,8075594.839999999,6902,3140,2,12,6902
2009,Public Protection,SHF Sheriff,53882698.120000005,2922146.48,0.0,1715614.46,2432,1502,0,8,2432
2009,"Public Works, Transportation & Commerce",PRT Port,44735936.28,4253490.46,0.0,16476334.120000001,4526,2510,0,8,4526
2009,Public Protection,POL Police,31530858.74,3163231.5,0.0,10098858.66,3002,2262,0,4,3002
2009,Culture & Recreation,LIB Public Library,30109817.82,6052596.640000001,0.0,2449604.28,2412,1718,0,2,2412
2009,Human Welfare & Neighborhood Development,CFC Children & Families Commsn,27061642.62,4970551.16,0.0,3759134.3,558,460,0,2,558
2009,General Administration & Finance,REG Elections,25495533.520000003,64146.88,0.0,315336.98000000004,8064,7966,0,8,8064
2009,Human Welfare & Neighborhood Development,ENV Environment,19028740.12,1593404.66,0.0,4221960.0,1038,814,0,4,1038
2009,Public Protection,JUV Juvenile Probation,17706507.1,739481.94,0.0,231675.88,1918,1052,0,2,1918
2009,Public Protection,FIR Fire Department,17688608.88,1709588.94,0.0,3625501.18,2036,1112,0,4,2036
2009,Culture & Recreation,ART Arts Commission,17129718.42,1167853.48,0.0,6149642.22,1948,1700,2,2,1948
2009,"Public Works, Transportation & Commerce",ECN Economic & Wrkfrce Dvlpmnt,13852005.18,2900705.3000000003,0.0,7804247.12,772,682,6,0,772
2009,General Administration & Finance,HSS Health Service System,11486257.1,-680160.94,0.0,433395.08,248,214,0,6,248
2009,Culture & Recreation,FAM Fine Arts Museum,10201309.24,522107.64,0.0,6007.54,66,58,0,2,66
2009,General Administration & Finance,BOS Board Of Supervisors,7298883.600000001,196970.84,0.0,488736.39999999997,360,282,0,2,360
2009,General Administration & Finance,CON Controller,7244209.16,796838.58,0.0,2487468.82,706,492,2,0,706
2009,General Administration & Finance,CAT City Attorney,6714363.46,385773.04,0.0,46369.26,296,280,0,2,296
2009,Culture & Recreation,SCI Academy Of Sciences,6611525.779999999,60000.0,0.0,0.0,30,30,0,2,30
2009,Human Welfare & Neighborhood Development,WOM Status Of Women,5883606.48,801925.42,0.0,2413.02,222,188,0,0,222
2009,Public Protection,DAT District Attorney,4722746.38,230104.66,0.0,268511.42000000004,1084,884,0,0,1084
2009,"Public Works, Transportation & Commerce",DBI Building Inspection,4322232.38,748192.4,0.0,2252456.78,622,488,0,0,622
2009,General Administration & Finance,CPC City Planning,4019208.94,59494.06,0.0,3438757.2399999998,474,334,0,0,474
2009,Culture & Recreation,AAM Asian Art Museum,3616612.0,517765.54,0.0,0.0,8,8,0,2,8
2009,Culture & Recreation,WAR War Memorial,3052020.3400000003,401674.30000000005,0.0,196788.22,1014,602,0,0,1014
2009,Human Welfare & Neighborhood Development,CSS Child Support Services,2697666.88,46752.16,0.0,0.0,300,236,0,0,300
2009,General Administration & Finance,TTX Treasurer/Tax Collector,2567569.54,408699.74,0.0,724169.98,664,482,0,0,664
2009,General Administration & Finance,ETH Ethics Commission,2252941.18,5995.360000000001,0.0,3590.4,126,126,0,0,126
2009,General Administration & Finance,ASR Assessor / Recorder,1696546.78,420916.26,0.0,1417590.72,458,376,0,0,458
2009,Public Protection,PDR Public Defender,1485143.54,112454.23999999999,0.0,0.0,382,320,0,0,382
2009,Human Welfare & Neighborhood Development,HRC Human Rights Commission,1179846.9000000001,79415.2,0.0,169538.7,152,126,0,0,152
2009,Public Protection,ADP Adult Probation,681410.66,31836.14,0.0,201199.14,370,292,0,0,370
2009,Human Welfare & Neighborhood Development,RNT Rent Arbitration Board,438979.22,46037.36,0.0,160842.0,120,112,0,0,120
2009,"Public Works, Transportation & Commerce",BOA Board Of Appeals - PAB,101184.38,6041.3,0.0,0.0,46,46,0,0,46
2009,Culture & Recreation,LLB Law Library,31617.940000000002,0.0,0.0,0.0,4,4,0,0,4
2009,General Administration & Finance,CSC Civil Service Commission,11580.64,60231.020000000004,0.0,619.96,36,36,0,0,36
2009,"Public Works, Transportation & Commerce",CTA SF County Transprtn Auth,0.0,0.0,0.0,381229869.74,274,38,0,0,274
2010,Community Health,DPH Public Health,1184316342.24,111549973.3,0.0,156567075.48,17346,8440,76,188,17346
2010,"Public Works, Transportation & Commerce",AIR Airport Commission,1177138968.92,126402053.34,0.0,227939118.66,5924,3642,0,78,5924
2010,"Public Works, Transportation & Commerce",MTA Municipal Transprtn Agncy,508077208.62,73857343.74,0.0,425450176.1,22320,5582,0,84,22320
2010,"Public Works, Transportation & Commerce",PUB Public Utilities Bureaus,508047354.6,117971306.0,0.0,1567350682.64,5892,2532,10,90,5892
2010,General City Responsibilities,GEN General City / Unallocated,408151790.56,20774.0,0.0,9320410.62,92,90,0,10,92
2010,"Public Works, Transportation & Commerce",DPW GSA - Public Works,366045824.64,58001638.44,0.0,293599182.92,11558,4248,12,58,11558
2010,"Public Works, Transportation & Commerce",WTR Water Enterprise,335560451.96000004,29770425.24,0.0,249419407.16,15918,7780,10,36,15918
2010,Human Welfare & Neighborhood Development,HSA Human Services Agency,322294570.16,39031425.18,0.0,44692450.2,4536,2466,0,46,4536
2010,"Public Works, Transportation & Commerce",WWE Wastewater Enterprise,240402718.82,10947684.66,0.0,41927990.72,6520,2662,6,26,6520
2010,General Administration & Finance,ADM Gen Svcs Agency-City Admin,232003976.6,12546655.32,0.0,12967831.7,8750,4720,20,24,8750
2010,"Public Works, Transportation & Commerce",HHP Hetch Hetchy Water & Power,169876881.62,23674041.16,0.0,46219417.8,8644,2932,6,30,8644
2010,Human Welfare & Neighborhood Development,CCD SF Communtiy College Dist,146307132.18,0.0,0.0,0.0,6,6,0,6,6
2010,Human Welfare & Neighborhood Development,CHF Children;Youth & Families,136422104.78,18867970.04,0.0,11091535.98,1956,1264,0,12,1956
2010,General Administration & Finance,MYR Mayor,130366326.36,7459253.78,0.0,34335370.44,2004,1622,0,16,2004
2010,General Administration & Finance,HRD Human Resources,118307885.2,2876742.14,0.0,1746065.96,1016,716,2,10,1016
2010,Human Welfare & Neighborhood Development,USD County Education Office,85408275.03999999,0.0,0.0,0.0,4,4,0,4,4
2010,General Administration & Finance,DT GSA - Technology,81846333.92,17924229.34,0.0,17514250.28,2936,1240,0,10,2936
2010,General Administration & Finance,RET Retirement System,80070437.52000001,19663344.76,0.0,12870200.46,584,480,0,20,584
2010,Public Protection,CRT Superior Court,75046060.62,392399.18,0.0,39708.22,694,688,0,4,694
2010,Public Protection,DEM Emergency Management,67765638.42,7988340.4799999995,0.0,71325279.97999999,1370,876,0,10,1370
2010,Culture & Recreation,REC Recreation & Park Commsn,57481490.160000004,4049772.54,0.0,11039459.74,6486,3224,0,10,6486
2010,Public Protection,SHF Sheriff,50266104.339999996,2279638.98,0.0,1310585.18,2048,1238,0,2,2048
2010,Human Welfare & Neighborhood Development,CFC Children & Families Commsn,42211390.980000004,7235854.16,0.0,2769862.8200000003,890,604,2,4,890
2010,"Public Works, Transportation & Commerce",PRT Port,37966399.92,5823118.02,0.0,14773250.32,4188,2178,0,4,4188
2010,Culture & Recreation,LIB Public Library,36577087.1,2857559.1,0.0,3496497.5,2140,1516,0,6,2140
2010,Public Protection,POL Police,30412123.7,5688067.4,0.0,6196245.86,2978,1946,8,2,2978
2010,"Public Works, Transportation & Commerce",ECN Economic & Wrkfrce Dvlpmnt,20922976.9,5616074.720000001,0.0,13004756.72,864,724,0,0,864
2010,Culture & Recreation,ART Arts Commission,20236107.900000002,732216.16,0.0,8691432.6,2078,1760,2,2,2078
2010,Public Protection,FIR Fire Department,16414924.74,1424451.0,0.0,3805669.38,1714,952,0,2,1714
2010,Human Welfare & Neighborhood Development,ENV Environment,14899548.64,1688126.96,0.0,16117293.979999997,1052,834,0,4,1052
2010,General Administration & Finance,HSS Health Service System,10938058.100000001,-643839.92,0.0,636272.14,250,214,2,4,250
2010,General Administration & Finance,CON Controller,10390767.56,2220180.42,0.0,11270609.76,870,532,14,2,870
2010,Public Protection,JUV Juvenile Probation,9890349.16,301754.96,0.0,347867.16,1612,918,0,2,1612
2010,General Administration & Finance,REG Elections,9780965.0,1599438.5999999999,0.0,1294412.28,7498,7414,4,2,7498
2010,General Administration & Finance,CAT City Attorney,6504893.42,358210.12,0.0,42978.28,302,278,0,2,302
2010,General Administration & Finance,BOS Board Of Supervisors,6079080.04,609447.7,0.0,227235.28,370,286,0,2,370
2010,Human Welfare & Neighborhood Development,WOM Status Of Women,5777195.3,580564.54,0.0,2400.0,252,200,0,0,252
2010,Culture & Recreation,FAM Fine Arts Museum,5351739.04,3034533.68,0.0,7526.0,70,62,0,2,70
2010,General Administration & Finance,TTX Treasurer/Tax Collector,5011959.640000001,698308.46,0.0,397665.02,638,464,0,0,638
2010,Culture & Recreation,SCI Academy Of Sciences,4513602.0,238826.0,0.0,0.0,4,4,0,2,4
2010,"Public Works, Transportation & Commerce",DBI Building Inspection,4473039.14,506283.48,0.0,2755146.94,576,390,0,0,576
2010,Public Protection,DAT District Attorney,4009978.56,460819.06,0.0,1312575.04,968,796,0,0,968
2010,Culture & Recreation,AAM Asian Art Museum,3893053.54,250720.0,0.0,0.0,8,6,0,2,8
2010,Human Welfare & Neighborhood Development,CSS Child Support Services,3745650.3,136556.47999999998,0.0,0.0,284,226,0,0,284
2010,Culture & Recreation,WAR War Memorial,2804102.48,519970.04000000004,0.0,280134.6,774,524,0,0,774
2010,General Administration & Finance,CPC City Planning,2675614.44,260463.34,0.0,2455236.04,298,244,0,0,298
2010,General Administration & Finance,ASR Assessor / Recorder,1785199.76,525197.34,0.0,1677362.28,424,302,0,0,424
2010,General Administration & Finance,ETH Ethics Commission,1038239.8,131106.72,0.0,8002.32,92,90,0,0,92
2010,Public Protection,PDR Public Defender,929045.76,188868.18,0.0,286882.54000000004,376,346,0,0,376
2010,Human Welfare & Neighborhood Development,HRC Human Rights Commission,817200.16,72310.52,0.0,31710.56,146,126,0,0,146
2010,Public Protection,ADP Adult Probation,520119.7,19997.739999999998,0.0,676280.8400000001,324,248,0,0,324
2010,Human Welfare & Neighborhood Development,RNT Rent Arbitration Board,382807.26,99705.92000000001,0.0,161110.88,124,104,0,0,124
2010,General Administration & Finance,CSC Civil Service Commission,71820.92,2853.1400000000003,0.0,1510.1,24,24,0,0,24
2010,"Public Works, Transportation & Commerce",BOA Board Of Appeals - PAB,59057.479999999996,5316.9,0.0,282.52,36,36,0,0,36
2010,Culture & Recreation,LLB Law Library,31254.24,867.24,0.0,3295.76,4,4,0,0,4
2010,"Public Works, Transportation & Commerce",CTA SF County Transprtn Auth,0.0,0.0,0.0,381229869.74,274,42,0,0,274
2011,"Public Works, Transportation & Commerce",AIR Airport Commission,1354352819.62,57845666.17999999,0.0,66179083.72,5990,3746,0,92,5990
2011,Community Health,DPH Public Health,1310397322.7,107957829.32,0.0,95469361.7,17512,8146,92,194,17512
2011,"Public Works, Transportation & Commerce",PUB Public Utilities Bureaus,967434854.1999999,157534070.84,0.0,2170129688.1,6170,2658,10,118,6170
2011,"Public Works, Transportation & Commerce",MTA Municipal Transprtn Agncy,666770909.36,76175417.64,0.0,435982727.56,22576,5316,2,120,22576
2011,"Public Works, Transportation & Commerce",WTR Water Enterprise,410612862.28000003,24495597.72,0.0,166948040.34,16926,8438,12,24,16926
2011,General City Responsibilities,GEN General City / Unallocated,409930071.84,184914.0,0.0,3390934.66,74,74,0,10,74
2011,"Public Works, Transportation & Commerce",DPW GSA - Public Works,401645545.94,60438847.28,0.0,307541395.82,10206,3666,24,68,10206
2011,Human Welfare & Neighborhood Development,HSA Human Services Agency,343074658.18,22362839.18,0.0,34973596.9,4464,2410,0,40,4464
2011,General Administration & Finance,ADM Gen Svcs Agency-City Admin,237007147.9,9079524.08,0.0,11543980.26,7440,4452,10,22,7440
